subject,condition,n_rows,n_valid,n_correct,n_error,n_confidence,n_conf_correct,n_conf_error,condition_behavior_pass,condition_auc_pass,behavior_included,auc_included,conditions
202601061013,zero_gravity,36,35,25,10,35,25,10,True,True,True,True,2
202601061500,gravity,36,36,17,19,36,17,19,True,True,True,True,2
202601061500,zero_gravity,36,35,18,17,35,18,17,True,True,True,True,2
202601061608,gravity,36,36,18,18,36,18,18,True,True,True,True,2
202601061608,zero_gravity,36,36,21,15,36,21,15,True,True,True,True,2
202601061632,gravity,36,35,32,3,34,31,3,True,True,True,True,2
202601061632,zero_gravity,36,36,30,6,35,30,5,True,True,True,True,2
202601071419,gravity,36,36,30,6,36,30,6,True,True,True,True,2
202601071419,zero_gravity,36,36,27,9,36,27,9,True,True,True,True,2
202601071601,gravity,36,34,15,19,34,15,19,True,True,True,True,2
202601071601,zero_gravity,36,36,17,19,36,17,19,True,True,True,True,2
202601071604,gravity,36,33,16,17,33,16,17,True,True,True,True,2
202601071604,zero_gravity,36,36,19,17,36,19,17,True,True,True,True,2
202601071629,gravity,36,36,32,4,36,32,4,True,True,True,True,2
202601071629,zero_gravity,36,35,19,16,35,19,16,True,True,True,True,2
202601081426,gravity,36,34,17,17,34,17,17,True,True,True,True,2
202601081426,zero_gravity,36,36,17,19,36,17,19,True,True,True,True,2
202601081439,gravity,36,36,30,6,36,30,6,True,True,True,True,2
202601081439,zero_gravity,36,35,22,13,34,21,13,True,True,True,True,2
202601081440,gravity,36,36,19,17,36,19,17,True,True,True,True,2
202601081440,zero_gravity,36,36,25,11,36,25,11,True,True,True,True,2
202601081624,gravity,36,36,30,6,35,30,5,True,True,True,True,2
202601081624,zero_gravity,36,35,23,12,35,23,12,True,True,True,True,2
202601090957,gravity,36,33,18,15,33,18,15,True,True,True,True,2
202601090957,zero_gravity,36,34,17,17,34,17,17,True,True,True,True,2
202601090958,gravity,36,36,22,14,36,22,14,True,True,True,True,2
202601090958,zero_gravity,36,35,19,16,35,19,16,True,True,True,True,2
202601091422,gravity,36,34,24,10,32,22,10,True,True,True,True,2
202601091422,zero_gravity,36,33,20,13,33,20,13,True,True,True,True,2
202601091449,gravity,36,36,25,11,33,22,11,True,True,True,True,2
202601091449,zero_gravity,36,34,21,13,34,21,13,True,True,True,True,2
202601091509,gravity,36,36,32,4,36,32,4,True,True,True,True,2
202601091509,zero_gravity,36,36,20,16,33,17,16,True,True,True,True,2
202601091602,gravity,36,35,30,5,33,29,4,True,True,True,True,2
202601091602,zero_gravity,36,33,21,12,33,21,12,True,True,True,True,2
202601091605,gravity,36,36,33,3,36,33,3,True,True,False,False,2
202601091605,zero_gravity,36,36,35,1,36,35,1,False,False,False,False,2
202601121453,gravity,36,34,22,12,34,22,12,True,True,True,True,2
202601121453,zero_gravity,36,36,15,21,36,15,21,True,True,True,True,2
202601131016,gravity,36,34,16,18,34,16,18,True,True,True,True,2
202601131016,zero_gravity,36,36,20,16,36,20,16,True,True,True,True,2
202601131558,gravity,36,36,26,10,36,26,10,True,True,True,True,2
202601131558,zero_gravity,36,36,29,7,36,29,7,True,True,True,True,2
202601141624,gravity,36,35,29,6,34,28,6,True,True,True,True,2
202601141624,zero_gravity,36,35,24,11,33,22,11,True,True,True,True,2
202601151419,gravity,36,35,26,9,35,26,9,True,True,True,True,2
202601151419,zero_gravity,36,35,29,6,35,29,6,True,True,True,True,2
202601151516,gravity,36,34,25,9,34,25,9,True,True,True,True,2
202601151516,zero_gravity,36,36,21,15,36,21,15,True,True,True,True,2
202601160948,gravity,36,34,22,12,34,22,12,True,True,True,True,2
202601160948,zero_gravity,36,36,18,18,36,18,18,True,True,True,True,2
202601160958,gravity,36,36,22,14,36,22,14,True,True,True,True,2
202601160958,zero_gravity,36,36,17,19,36,17,19,True,True,True,True,2
202601161413,gravity,36,36,28,8,36,28,8,True,True,True,True,2
202601161413,zero_gravity,36,36,24,12,36,24,12,True,True,True,True,2
202601161421,gravity,36,36,35,1,36,35,1,False,False,False,False,2
202601161421,zero_gravity,36,35,16,19,35,16,19,True,True,False,False,2
202601161555,gravity,36,34,21,13,34,21,13,True,True,True,True,2
202601161555,zero_gravity,36,36,21,15,35,21,14,True,True,True,True,2
202601161607,gravity,36,34,26,8,34,26,8,True,True,True,True,2
202601161607,zero_gravity,36,34,30,4,34,30,4,True,True,True,True,2
202601201533,gravity,36,35,21,14,34,21,13,True,True,True,True,2
202601201533,zero_gravity,36,36,23,13,36,23,13,True,True,True,True,2
202601201601,gravity,36,36,17,19,36,17,19,True,True,True,True,2
202601201601,zero_gravity,36,36,22,14,36,22,14,True,True,True,True,2
202601211631,gravity,36,34,31,3,34,31,3,True,True,False,False,2
202601211631,zero_gravity,36,35,33,2,35,33,2,False,False,False,False,2
202601221031,gravity,36,30,21,9,30,21,9,True,True,True,True,2
202601221031,zero_gravity,36,35,21,14,35,21,14,True,True,True,True,2
202601221622,gravity,36,36,18,18,36,18,18,True,True,True,True,2
202601221622,zero_gravity,36,36,20,16,35,19,16,True,True,True,True,2
202601231437,gravity,36,36,21,15,35,20,15,True,True,True,True,2
202601231437,zero_gravity,36,36,20,16,36,20,16,True,True,True,True,2
202601231616,gravity,36,34,27,7,34,27,7,True,True,True,True,2
202601231616,zero_gravity,36,36,26,10,36,26,10,True,True,True,True,2
202601231630,gravity,36,36,30,6,36,30,6,True,True,True,True,2
202601231630,zero_gravity,36,35,31,4,33,29,4,True,True,True,True,2
202601231631,gravity,36,34,27,7,34,27,7,True,True,True,True,2
202601231631,zero_gravity,36,36,30,6,36,30,6,True,True,True,True,2
202601271536,gravity,36,35,30,5,35,30,5,True,True,True,True,2
202601271536,zero_gravity,36,35,32,3,35,32,3,True,True,True,True,2
202601291546,gravity,36,36,25,11,36,25,11,True,True,True,True,2
202601291546,zero_gravity,36,33,17,16,33,17,16,True,True,True,True,2
202601291609,gravity,36,34,11,23,33,11,22,True,True,True,True,2
202601291609,zero_gravity,36,36,18,18,35,17,18,True,True,True,True,2
202601311414,gravity,36,34,24,10,34,24,10,True,True,True,True,2
202601311414,zero_gravity,36,36,19,17,36,19,17,True,True,True,True,2
202601311415,gravity,36,36,23,13,36,23,13,True,True,True,True,2
202601311415,zero_gravity,36,36,16,20,36,16,20,True,True,True,True,2
202601311526,gravity,36,35,32,3,34,31,3,True,True,True,True,2
202601311526,zero_gravity,36,35,26,9,35,26,9,True,True,True,True,2
202602041413,gravity,36,32,22,10,32,22,10,True,True,True,True,2
202602041413,zero_gravity,36,36,18,18,35,17,18,True,True,True,True,2
202603131141,gravity,36,33,23,10,32,22,10,True,True,True,True,2
202603131141,zero_gravity,36,35,17,18,34,17,17,True,True,True,True,2
202603161028,gravity,36,36,30,6,36,30,6,True,True,True,True,2
202603161028,zero_gravity,36,36,32,4,36,32,4,True,True,True,True,2
202603301430,gravity,36,32,21,11,29,20,9,True,True,True,True,2
202603301430,zero_gravity,36,36,17,19,30,13,17,True,True,True,True,2
202604171122,gravity,36,36,28,8,36,28,8,True,True,True,True,2
202604171122,zero_gravity,36,36,29,7,36,29,7,True,True,True,True,2
202604171456,gravity,36,35,33,2,35,33,2,False,False,False,False,2
202604171456,zero_gravity,36,36,32,4,36,32,4,True,True,False,False,2
202604181434,gravity,36,35,29,6,34,29,5,True,True,True,True,2
202604181434,zero_gravity,36,36,27,9,35,27,8,True,True,True,True,2
202604201535,gravity,36,34,33,1,34,33,1,False,False,False,False,2
202604201535,zero_gravity,36,36,31,5,36,31,5,True,True,False,False,2
202604211006,gravity,36,36,23,13,36,23,13,True,True,True,True,2
202604211006,zero_gravity,36,35,22,13,35,22,13,True,True,True,True,2
202604211430,gravity,36,34,26,8,34,26,8,True,True,True,True,2
202604211430,zero_gravity,36,34,18,16,34,18,16,True,True,True,True,2
202604231424,gravity,36,36,31,5,35,31,4,True,True,True,True,2
202604231424,zero_gravity,36,36,30,6,36,30,6,True,True,True,True,2
202604241058,gravity,36,31,20,11,27,18,9,True,True,True,True,2
202604241058,zero_gravity,36,30,14,16,28,14,14,True,True,True,True,2
202604241424,gravity,36,36,28,8,35,28,7,True,True,True,True,2
202604241424,zero_gravity,36,36,26,10,34,25,9,True,True,True,True,2
202604241517,gravity,36,32,23,9,30,22,8,True,True,True,True,2
202604241517,zero_gravity,36,33,23,10,32,23,9,True,True,True,True,2
202604251424,gravity,36,34,14,20,34,14,20,True,True,True,True,2
202604251424,zero_gravity,36,36,16,20,36,16,20,True,True,True,True,2
202604251447,gravity,36,36,22,14,36,22,14,True,True,True,True,2
202604251447,zero_gravity,36,36,18,18,36,18,18,True,True,True,True,2
202604291121,gravity,36,31,21,10,29,20,9,True,True,True,True,2
202604291121,zero_gravity,36,33,25,8,30,23,7,True,True,True,True,2
202604291412,gravity,36,35,29,6,35,29,6,True,True,True,True,2
202604291412,zero_gravity,36,36,30,6,36,30,6,True,True,True,True,2
202604301109,gravity,36,33,17,16,33,17,16,True,True,True,True,2
202604301109,zero_gravity,36,36,25,11,36,25,11,True,True,True,True,2
202604301417,gravity,36,36,26,10,36,26,10,True,True,True,True,2
202604301417,zero_gravity,36,36,15,21,36,15,21,True,True,True,True,2
202605081618,gravity,36,34,27,7,29,22,7,True,True,True,True,2
202605081618,zero_gravity,36,34,23,11,31,22,9,True,True,True,True,2
202605091021,gravity,36,35,17,18,35,17,18,True,True,True,True,2
202605091021,zero_gravity,36,36,20,16,36,20,16,True,True,True,True,2
202605091507,gravity,36,33,28,5,33,28,5,True,True,True,True,2
202605091507,zero_gravity,36,35,21,14,35,21,14,True,True,True,True,2
202605091613,gravity,36,34,16,18,32,15,17,True,True,True,True,2
202605091613,zero_gravity,36,35,16,19,35,16,19,True,True,True,True,2
202605091617,gravity,36,36,22,14,36,22,14,True,True,True,True,2
202605091617,zero_gravity,36,35,17,18,34,16,18,True,True,True,True,2
202605111426,gravity,36,35,18,17,34,17,17,True,True,True,True,2
202605111426,zero_gravity,36,34,15,19,34,15,19,True,True,True,True,2
202605111540,gravity,36,31,18,13,28,17,11,True,True,True,True,2
202605111540,zero_gravity,36,30,15,15,28,13,15,True,True,True,True,2
202605111553,gravity,36,36,20,16,35,19,16,True,True,True,True,2
202605111553,zero_gravity,36,36,21,15,36,21,15,True,True,True,True,2
202605120953,gravity,36,36,30,6,36,30,6,True,True,True,True,2
202605120953,zero_gravity,36,36,33,3,36,33,3,True,True,True,True,2
202605121423,gravity,36,35,27,8,34,26,8,True,True,True,True,2
202605121423,zero_gravity,36,35,27,8,35,27,8,True,True,True,True,2
202605121442,gravity,36,34,16,18,33,16,17,True,True,True,True,2
202605121442,zero_gravity,36,35,27,8,35,27,8,True,True,True,True,2
202605131007,gravity,36,34,25,9,34,25,9,True,True,True,True,2
202605131007,zero_gravity,36,36,28,8,36,28,8,True,True,True,True,2
202605131018,gravity,36,36,18,18,36,18,18,True,True,True,True,2
202605131018,zero_gravity,36,36,24,12,36,24,12,True,True,True,True,2
202605131426,gravity,36,36,30,6,36,30,6,True,True,True,True,2
202605131426,zero_gravity,36,34,26,8,34,26,8,True,True,True,True,2
202605131703,gravity,36,35,25,10,35,25,10,True,True,True,True,2
202605131703,zero_gravity,36,36,17,19,36,17,19,True,True,True,True,2
202605141023,gravity,36,36,25,11,36,25,11,True,True,True,True,2
202605141023,zero_gravity,36,35,22,13,35,22,13,True,True,True,True,2
202605141420,gravity,36,36,33,3,36,33,3,True,True,True,True,2
202605141420,zero_gravity,36,36,28,8,36,28,8,True,True,True,True,2
202605151433,gravity,36,36,17,19,36,17,19,True,True,True,True,2
202605151433,zero_gravity,36,36,19,17,36,19,17,True,True,True,True,2
202605161415,gravity,36,36,33,3,36,33,3,True,True,True,True,2
202605161415,zero_gravity,36,36,29,7,36,29,7,True,True,True,True,2
202605161422,gravity,36,36,28,8,36,28,8,True,True,True,True,2
202605161422,zero_gravity,36,34,26,8,34,26,8,True,True,True,True,2
202605181455,gravity,36,35,30,5,35,30,5,True,True,True,True,2
202605181455,zero_gravity,36,36,23,13,36,23,13,True,True,True,True,2
202605191433,gravity,36,36,28,8,36,28,8,True,True,True,True,2
202605191433,zero_gravity,36,34,23,11,34,23,11,True,True,True,True,2
202605191954,gravity,36,36,26,10,36,26,10,True,True,True,True,2
202605191954,zero_gravity,36,33,23,10,33,23,10,True,True,True,True,2
202605200915,gravity,36,35,33,2,35,33,2,False,False,False,False,2
202605200915,zero_gravity,36,36,28,8,36,28,8,True,True,False,False,2
202605201004,gravity,36,35,32,3,34,31,3,True,True,True,True,2
202605201004,zero_gravity,36,36,23,13,36,23,13,True,True,True,True,2
202605201452,gravity,36,34,19,15,34,19,15,True,True,True,True,2
202605201452,zero_gravity,36,36,22,14,35,22,13,True,True,True,True,2
202605201637,gravity,36,33,27,6,33,27,6,True,True,True,True,2
202605201637,zero_gravity,36,35,25,10,35,25,10,True,True,True,True,2
202605211013,gravity,36,36,30,6,36,30,6,True,True,True,True,2
202605211013,zero_gravity,36,36,26,10,36,26,10,True,True,True,True,2
202605211443,gravity,36,36,12,24,36,12,24,True,True,True,True,2
202605211443,zero_gravity,36,36,22,14,36,22,14,True,True,True,True,2
202605212015,gravity,36,34,25,9,34,25,9,True,True,True,True,2
202605212015,zero_gravity,36,35,25,10,35,25,10,True,True,True,True,2
202605221039,gravity,36,35,26,9,33,24,9,True,True,True,True,2
202605221039,zero_gravity,36,32,26,6,29,23,6,True,True,True,True,2
202605221450,gravity,36,36,20,16,36,20,16,True,True,True,True,2
202605221450,zero_gravity,36,35,20,15,35,20,15,True,True,True,True,2
202605221530,gravity,36,36,21,15,36,21,15,True,True,True,True,2
202605221530,zero_gravity,36,36,19,17,36,19,17,True,True,True,True,2
202605221536,gravity,36,36,24,12,28,19,9,True,True,True,True,2
202605221536,zero_gravity,36,36,24,12,36,24,12,True,True,True,True,2
202605221545,gravity,36,35,24,11,35,24,11,True,True,True,True,2
202605221545,zero_gravity,36,36,12,24,36,12,24,True,True,True,True,2
202605231431,gravity,36,34,33,1,30,29,1,False,False,False,False,2
202605231431,zero_gravity,36,34,26,8,33,26,7,True,True,False,False,2
202605231554,gravity,36,34,15,19,34,15,19,True,True,True,True,2
202605231554,zero_gravity,36,35,20,15,35,20,15,True,True,True,True,2
202605231635,gravity,36,34,27,7,34,27,7,True,True,True,True,2
202605231635,zero_gravity,36,35,25,10,34,24,10,True,True,True,True,2
202605251447,gravity,36,34,19,15,34,19,15,True,True,True,True,2
202605251447,zero_gravity,36,35,18,17,35,18,17,True,True,True,True,2
202605251607,gravity,36,34,27,7,33,26,7,True,True,True,True,2
202605251607,zero_gravity,36,36,26,10,35,25,10,True,True,True,True,2
202605260957,gravity,36,34,16,18,34,16,18,True,True,True,True,2
202605260957,zero_gravity,36,36,17,19,36,17,19,True,True,True,True,2
202605261045,gravity,36,35,24,11,35,24,11,True,True,True,True,2
202605261045,zero_gravity,36,36,24,12,36,24,12,True,True,True,True,2
202605261430,gravity,36,36,32,4,36,32,4,True,True,True,True,2
202605261430,zero_gravity,36,36,29,7,36,29,7,True,True,True,True,2
202605261437,gravity,36,36,33,3,35,33,2,True,False,True,False,2
202605261437,zero_gravity,36,36,25,11,36,25,11,True,True,True,False,2
202605261606,gravity,36,36,16,20,36,16,20,True,True,True,True,2
202605261606,zero_gravity,36,35,17,18,35,17,18,True,True,True,True,2
202605261631,gravity,36,36,28,8,36,28,8,True,True,True,True,2
202605261631,zero_gravity,36,36,20,16,36,20,16,True,True,True,True,2
202605261634,gravity,36,35,21,14,34,20,14,True,True,True,True,2
202605261634,zero_gravity,36,35,10,25,35,10,25,True,True,True,True,2
202605261957,gravity,36,34,28,6,34,28,6,True,True,True,True,2
202605261957,zero_gravity,36,36,29,7,36,29,7,True,True,True,True,2
202605261958,gravity,36,36,22,14,36,22,14,True,True,True,True,2
202605261958,zero_gravity,36,36,24,12,36,24,12,True,True,True,True,2
202605271051,gravity,36,36,16,20,36,16,20,True,True,True,True,2
202605271051,zero_gravity,36,36,19,17,36,19,17,True,True,True,True,2
202605271423,gravity,36,35,21,14,35,21,14,True,True,True,True,2
202605271423,zero_gravity,36,36,26,10,36,26,10,True,True,True,True,2
202605271445,gravity,36,36,24,12,36,24,12,True,True,True,True,2
202605271445,zero_gravity,36,35,25,10,35,25,10,True,True,True,True,2
202605271505,gravity,36,35,28,7,35,28,7,True,True,True,True,2
202605271505,zero_gravity,36,34,16,18,34,16,18,True,True,True,True,2
202605271539,gravity,36,32,20,12,31,19,12,True,True,True,True,2
202605271539,zero_gravity,36,35,23,12,35,23,12,True,True,True,True,2
202605271553,gravity,36,36,23,13,35,22,13,True,True,True,True,2
202605271553,zero_gravity,36,35,17,18,35,17,18,True,True,True,True,2
202605281004,gravity,36,35,34,1,35,34,1,False,False,False,False,2
202605281004,zero_gravity,36,33,27,6,31,25,6,True,True,False,False,2
202605281034,gravity,36,36,22,14,36,22,14,True,True,True,True,2
202605281034,zero_gravity,36,35,22,13,35,22,13,True,True,True,True,2
202605281055,gravity,36,36,19,17,33,17,16,True,True,True,True,2
202605281055,zero_gravity,36,32,14,18,30,13,17,True,True,True,True,2
202605281637,gravity,36,27,17,10,27,17,10,True,True,True,True,2
202605281637,zero_gravity,36,34,21,13,32,20,12,True,True,True,True,2
202605281645,gravity,36,32,18,14,32,18,14,True,True,True,True,2
202605281645,zero_gravity,36,34,21,13,34,21,13,True,True,True,True,2
202605281945,gravity,36,33,30,3,33,30,3,True,True,True,True,2
202605281945,zero_gravity,36,36,28,8,36,28,8,True,True,True,True,2
202605281954,gravity,36,32,25,7,32,25,7,True,True,True,True,2
202605281954,zero_gravity,36,36,27,9,36,27,9,True,True,True,True,2
202605291006,gravity,36,35,26,9,34,25,9,True,True,True,True,2
202605291006,zero_gravity,36,34,21,13,34,21,13,True,True,True,True,2
202605291528,gravity,36,35,33,2,35,33,2,False,False,False,False,2
202605291528,zero_gravity,36,36,33,3,36,33,3,True,True,False,False,2
202605291659,gravity,36,35,29,6,35,29,6,True,True,True,True,2
202605291659,zero_gravity,36,35,27,8,35,27,8,True,True,True,True,2
202605301430,gravity,36,34,20,14,34,20,14,True,True,True,True,2
202605301430,zero_gravity,36,36,17,19,36,17,19,True,True,True,True,2
202605301437,gravity,36,36,15,21,36,15,21,True,True,True,True,2
202605301437,zero_gravity,36,36,22,14,36,22,14,True,True,True,True,2
202606011412,gravity,36,34,31,3,33,31,2,True,False,True,False,2
202606011412,zero_gravity,36,36,28,8,36,28,8,True,True,True,False,2
202606011955,gravity,36,36,20,16,36,20,16,True,True,True,True,2
202606011955,zero_gravity,36,35,23,12,35,23,12,True,True,True,True,2
202606011956,gravity,36,33,23,10,33,23,10,True,True,True,True,2
202606011956,zero_gravity,36,35,27,8,35,27,8,True,True,True,True,2
202606021003,gravity,36,33,18,15,29,15,14,True,True,True,True,2
202606021003,zero_gravity,36,35,23,12,35,23,12,True,True,True,True,2
202606021009,gravity,36,35,14,21,35,14,21,True,True,True,True,2
202606021009,zero_gravity,36,36,16,20,36,16,20,True,True,True,True,2
202606041515,gravity,36,35,19,16,35,19,16,True,True,True,True,2
202606041515,zero_gravity,36,36,25,11,36,25,11,True,True,True,True,2
202606051026,gravity,36,32,23,9,32,23,9,True,True,True,True,2
202606051026,zero_gravity,36,36,23,13,36,23,13,True,True,True,True,2
202606051627,gravity,36,35,27,8,35,27,8,True,True,True,True,2
202606051627,zero_gravity,36,36,28,8,35,27,8,True,True,True,True,2
202606051733,gravity,36,35,28,7,35,28,7,True,True,True,True,2
202606051733,zero_gravity,36,36,24,12,36,24,12,True,True,True,True,2
202606061425,gravity,36,34,30,4,34,30,4,True,True,True,True,2
202606061425,zero_gravity,36,35,22,13,35,22,13,True,True,True,True,2
202606061640,gravity,36,35,18,17,33,17,16,True,True,True,True,2
202606061640,zero_gravity,36,36,25,11,36,25,11,True,True,True,True,2
202606081618,gravity,36,35,15,20,35,15,20,True,True,True,True,2
202606081618,zero_gravity,36,36,23,13,36,23,13,True,True,True,True,2
202606091031,gravity,36,35,28,7,35,28,7,True,True,True,True,2
202606091031,zero_gravity,36,35,24,11,35,24,11,True,True,True,True,2
202606091034,gravity,36,29,10,19,29,10,19,True,True,True,True,2
202606091034,zero_gravity,36,32,19,13,32,19,13,True,True,True,True,2
202606091426,gravity,36,35,23,12,34,22,12,True,True,True,True,2
202606091426,zero_gravity,36,34,18,16,31,17,14,True,True,True,True,2
202606101015,gravity,36,36,15,21,35,14,21,True,True,True,True,2
202606101015,zero_gravity,36,36,22,14,36,22,14,True,True,True,True,2
202606101415,gravity,36,36,29,7,36,29,7,True,True,True,True,2
202606101415,zero_gravity,36,36,26,10,36,26,10,True,True,True,True,2
202606101420,gravity,36,35,30,5,35,30,5,True,True,True,True,2
202606101420,zero_gravity,36,36,28,8,36,28,8,True,True,True,True,2
202606101632,gravity,36,34,14,20,33,13,20,True,True,True,True,2
202606101632,zero_gravity,36,35,19,16,35,19,16,True,True,True,True,2
202606111014,gravity,36,29,20,9,28,19,9,True,True,True,False,2
202606111014,zero_gravity,36,25,20,5,23,18,5,True,False,True,False,2
202606121012,gravity,36,36,35,1,36,35,1,False,False,False,False,2
202606121012,zero_gravity,36,34,29,5,34,29,5,True,True,False,False,2
202606121419,gravity,36,36,21,15,35,21,14,True,True,True,True,2
202606121419,zero_gravity,36,36,23,13,34,22,12,True,True,True,True,2
202606121603,gravity,36,35,13,22,32,13,19,True,True,True,True,2
202606121603,zero_gravity,36,36,19,17,36,19,17,True,True,True,True,2
202606131455,gravity,36,35,23,12,35,23,12,True,True,True,True,2
202606131455,zero_gravity,36,35,18,17,35,18,17,True,True,True,True,2
202606151502,gravity,36,36,30,6,36,30,6,True,True,True,True,2
202606151502,zero_gravity,36,36,26,10,36,26,10,True,True,True,True,2
202606151633,gravity,36,35,17,18,35,17,18,True,True,True,True,2
202606151633,zero_gravity,36,35,13,22,35,13,22,True,True,True,True,2
202606151954,gravity,36,35,23,12,34,22,12,True,True,True,True,2
202606151954,zero_gravity,36,35,27,8,35,27,8,True,True,True,True,2
202606160949,gravity,36,36,31,5,36,31,5,True,True,True,True,2
202606160949,zero_gravity,36,36,29,7,36,29,7,True,True,True,True,2
202606161430,gravity,36,36,33,3,35,32,3,True,True,True,True,2
202606161430,zero_gravity,36,36,32,4,36,32,4,True,True,True,True,2
202606161543,gravity,36,32,12,20,31,11,20,True,True,True,True,2
202606161543,zero_gravity,36,33,20,13,33,20,13,True,True,True,True,2
202606162041,gravity,36,33,14,19,33,14,19,True,True,True,True,2
202606162041,zero_gravity,36,36,20,16,36,20,16,True,True,True,True,2
202606171429,gravity,36,35,21,14,35,21,14,True,True,True,True,2
202606171429,zero_gravity,36,36,22,14,36,22,14,True,True,True,True,2
202606171620,gravity,36,35,27,8,35,27,8,True,True,True,True,2
202606171620,zero_gravity,36,36,28,8,36,28,8,True,True,True,True,2
202606181002,gravity,36,36,30,6,36,30,6,True,True,True,True,2
202606181002,zero_gravity,36,36,26,10,36,26,10,True,True,True,True,2
202606181422,gravity,36,36,18,18,36,18,18,True,True,True,True,2
202606181422,zero_gravity,36,36,16,20,36,16,20,True,True,True,True,2
202606221624,gravity,36,35,14,21,35,14,21,True,True,True,True,2
202606221624,zero_gravity,36,36,22,14,36,22,14,True,True,True,True,2
202606231419,gravity,36,36,17,19,36,17,19,True,True,True,True,2
202606231419,zero_gravity,36,34,21,13,34,21,13,True,True,True,True,2
202606241428,gravity,36,36,16,20,36,16,20,True,True,True,True,2
202606241428,zero_gravity,36,36,20,16,35,20,15,True,True,True,True,2
202606241623,gravity,36,31,20,11,31,20,11,True,True,True,True,2
202606241623,zero_gravity,36,31,20,11,30,19,11,True,True,True,True,2
202606250958,gravity,36,35,17,18,35,17,18,True,True,True,True,2
202606250958,zero_gravity,36,36,19,17,36,19,17,True,True,True,True,2
202606251423,gravity,36,36,16,20,36,16,20,True,True,True,True,2
202606251423,zero_gravity,36,36,17,19,36,17,19,True,True,True,True,2
202606251616,gravity,36,35,22,13,35,22,13,True,True,True,True,2
202606251616,zero_gravity,36,35,18,17,35,18,17,True,True,True,True,2
202606260938,gravity,36,36,30,6,36,30,6,True,True,True,True,2
202606260938,zero_gravity,36,36,32,4,36,32,4,True,True,True,True,2
202606261540,gravity,36,36,20,16,36,20,16,True,True,True,True,2
202606261540,zero_gravity,36,36,21,15,36,21,15,True,True,True,True,2
202606271424,gravity,36,34,30,4,34,30,4,True,True,True,True,2
202606271424,zero_gravity,36,34,28,6,34,28,6,True,True,True,True,2
202606291435,gravity,36,35,24,11,35,24,11,True,True,True,True,2
202606291435,zero_gravity,36,36,30,6,36,30,6,True,True,True,True,2
202606291609,gravity,36,36,15,21,36,15,21,True,True,True,True,2
202606291609,zero_gravity,36,35,21,14,35,21,14,True,True,True,True,2
202606301005,gravity,36,34,23,11,34,23,11,True,True,True,True,2
202606301005,zero_gravity,36,36,29,7,36,29,7,True,True,True,True,2
202606301410,gravity,36,36,26,10,36,26,10,True,True,True,True,2
202606301410,zero_gravity,36,35,22,13,35,22,13,True,True,True,True,2
202606301635,gravity,36,34,27,7,34,27,7,True,True,True,True,2
202606301635,zero_gravity,36,36,24,12,36,24,12,True,True,True,True,2
202607011009,gravity,36,35,20,15,34,20,14,True,True,True,True,2
202607011009,zero_gravity,36,35,20,15,34,19,15,True,True,True,True,2
202607011417,gravity,36,36,14,22,36,14,22,True,True,True,True,2
202607011417,zero_gravity,36,36,22,14,36,22,14,True,True,True,True,2
202607011950,gravity,36,32,20,12,32,20,12,True,True,True,True,2
202607011950,zero_gravity,36,33,22,11,32,22,10,True,True,True,True,2
202607021616,gravity,36,35,16,19,35,16,19,True,True,True,True,2
202607021616,zero_gravity,36,36,18,18,36,18,18,True,True,True,True,2
202607031029,gravity,36,34,22,12,31,22,9,True,True,True,True,2
202607031029,zero_gravity,36,36,20,16,36,20,16,True,True,True,True,2
202607031621,gravity,36,36,33,3,36,33,3,True,True,True,True,2
202607031621,zero_gravity,36,36,19,17,36,19,17,True,True,True,True,2
202607061414,gravity,36,36,19,17,36,19,17,True,True,True,True,2
202607061414,zero_gravity,36,36,17,19,36,17,19,True,True,True,True,2
202607061659,gravity,36,34,22,12,34,22,12,True,True,True,True,2
202607061659,zero_gravity,36,36,20,16,34,19,15,True,True,True,True,2
202607061949,gravity,36,33,26,7,31,25,6,True,True,True,True,2
202607061949,zero_gravity,36,36,23,13,35,23,12,True,True,True,True,2
202607071009,gravity,36,36,35,1,36,35,1,False,False,False,False,2
202607071009,zero_gravity,36,35,31,4,35,31,4,True,True,False,False,2
